"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
2.119930458E0,-2.312355042E-1,1.212530518E1,-3.552392578E1,3.753699240E1
2.129892458E0,-2.220344543E-1,1.217744446E1,-3.581579590E1,3.783002364E1
2.139855458E0,-1.718902588E-1,1.207092285E1,-3.587573242E1,3.785240946E1
2.149817458E0,-2.196083069E-1,1.211822510E1,-3.576660156E1,3.776439321E1
2.159780458E0,-9.255981445E-2,1.217247009E1,-3.592553711E1,3.793180476E1
2.169742458E0,-1.820373535E-2,1.198851013E1,-3.569989014E1,3.765908738E1
2.179705458E0,-1.982688904E-1,1.218522644E1,-3.585021973E1,3.786498790E1
2.189667458E0,-2.819824219E-1,1.219448853E1,-3.590386963E1,3.791929481E1
2.199630458E0,-2.200393677E-1,1.215571594E1,-3.583416748E1,3.784042027E1
2.209592458E0,-2.042655945E-1,1.201321411E1,-3.578466797E1,3.774786748E1
2.219554458E0,-2.732849121E-1,1.220274353E1,-3.562249756E1,3.765559675E1
2.229517458E0,-2.851562500E-1,1.220240784E1,-3.586993408E1,3.788973795E1
2.239479458E0,-2.603721619E-1,1.213333130E1,-3.569189453E1,3.769876467E1
2.249442458E0,-2.372169495E-1,1.217187500E1,-3.555310059E1,3.757969896E1
2.259404458E0,-2.378654480E-1,1.214726257E1,-3.574298096E1,3.775146693E1
2.269366417E0,-3.564643860E-1,1.215560913E1,-3.582189941E1,3.782980806E1
2.279328417E0,-3.206939697E-1,1.210195923E1,-3.582519531E1,3.781540534E1
2.289291417E0,-2.395172119E-1,1.206031799E1,-3.594213867E1,3.791234589E1
2.299253417E0,-2.045249939E-1,1.213264465E1,-3.583239746E1,3.783125169E1
2.309216417E0,-2.906379700E-1,1.216961670E1,-3.576519775E1,3.778006632E1
2.319178417E0,-2.114791870E-1,1.206126404E1,-3.567401123E1,3.765838407E1
2.329141417E0,-3.548393250E-1,1.215336609E1,-3.570867920E1,3.772187679E1
2.339103417E0,-2.352180481E-1,1.210890198E1,-3.571807861E1,3.771554022E1
2.349066417E0,-2.569541931E-1,1.217344666E1,-3.577789307E1,3.779307425E1
2.359028417E0,-3.225440979E-1,1.209623718E1,-3.577368164E1,3.776478898E1
2.368990417E0,-2.342262268E-1,1.212625122E1,-3.573376465E1,3.773596118E1
2.378953417E0,-1.600112915E-1,1.211444092E1,-3.563629150E1,3.763948133E1
2.388915417E0,-2.676429749E-1,1.206126404E1,-3.548675537E1,3.748140245E1
2.398878417E0,-2.431602478E-1,1.210343933E1,-3.560388184E1,3.760570133E1
2.408840417E0,-1.967201233E-1,1.203092957E1,-3.582653809E1,3.779315806E1
2.418803417E0,-8.566284180E-2,1.192155457E1,-3.557867432E1,3.752296453E1
2.428765417E0,-1.184921265E-1,1.195578003E1,-3.576226807E1,3.770801684E1
2.438728417E0,-5.206680298E-2,1.190428162E1,-3.536322021E1,3.731316089E1
2.448690417E0,-2.391815186E-2,1.184675598E1,-3.561059570E1,3.752946477E1
2.458653417E0,4.129409790E-2,1.198381042E1,-3.568389893E1,3.764245024E1
2.468615417E0,-1.015281677E-1,1.203062439E1,-3.573510742E1,3.770602251E1
2.478578417E0,-3.552627563E-2,1.205313110E1,-3.580847168E1,3.778261340E1
2.488540417E0,-5.125808716E-2,1.198524475E1,-3.569714355E1,3.765547473E1
2.498502417E0,-1.679229736E-1,1.199613953E1,-3.592736816E1,3.787758367E1
2.508465417E0,-1.323547363E-1,1.193513489E1,-3.589691162E1,3.782926415E1
2.518427417E0,-4.883193970E-2,1.194708252E1,-3.573052979E1,3.767500397E1
2.528390417E0,-4.882812500E-2,1.199838257E1,-3.574346924E1,3.770356961E1
2.538352417E0,-2.024993896E-1,1.193243408E1,-3.579266357E1,3.772981255E1
2.548315417E0,-6.230163574E-2,1.196986389E1,-3.572338867E1,3.767548303E1
2.558277417E0,-1.269111633E-1,1.198391724E1,-3.572222900E1,3.767901304E1
2.568240417E0,-2.017250061E-1,1.198602295E1,-3.576953125E1,3.772485659E1
2.578202417E0,-3.683471680E-2,1.193400574E1,-3.554577637E1,3.749565398E1
2.588165417E0,-7.527923584E-2,1.196578979E1,-3.539410400E1,3.736212508E1
2.598127417E0,-3.729248047E-2,1.192420959E1,-3.562445068E1,3.756713526E1
2.608090417E0,-5.746078491E-2,1.186148071E1,-3.552160645E1,3.744973366E1
2.618052417E0,-8.285522461E-3,1.195516968E1,-3.564306641E1,3.759460511E1
2.628015417E0,-3.112030029E-2,1.194938660E1,-3.577404785E1,3.771698965E1
2.637977417E0,-2.018356323E-2,1.198773193E1,-3.572045898E1,3.767834012E1
2.647939417E0,-1.314811707E-1,1.209249878E1,-3.598406982E1,3.796181101E1
2.657902417E0,-2.150764465E-1,1.196946716E1,-3.562805176E1,3.758553544E1
2.667864417E0,-1.562995911E-1,1.193377686E1,-3.590301514E1,3.783471892E1
2.677827417E0,-1.165275574E-1,1.195719910E1,-3.593676758E1,3.787399441E1
2.687789417E0,-1.794471741E-1,1.195297241E1,-3.572027588E1,3.766754385E1
2.697752417E0,-1.867446899E-1,1.203131104E1,-3.591687012E1,3.787887113E1
